target,source,total_gdppct,net_gdppct,total_mdollars,net_mdollars
Timor-Leste,Norway,0.0000,0.0000,0.06,0.06
Timor-Leste,Canada,0.0000,0.0000,0.03,0.03
Timor-Leste,Turkey,0.0000,0.0000,0.02,0.02
Timor-Leste,Switzerland,0.0000,0.0000,0.02,0.02
Timor-Leste,Ireland,0.0000,0.0000,0.02,0.02
Timor-Leste,Cabo Verde,0.0000,0.0000,0.01,0.01
Timor-Leste,Sweden,0.0000,0.0000,0.01,0.01
Timor-Leste,Czech Republic,0.0000,0.0000,0.01,0.01
Timor-Leste,"Venezuela, RB",0.0000,0.0000,0.01,0.01
Timor-Leste,Greece,0.0000,0.0000,0.01,0.01
Timor-Leste,Jordan,0.0000,0.0000,0.00,0.00
Timor-Leste,France,0.0000,0.0000,0.00,0.00
Timor-Leste,Costa Rica,0.0000,0.0000,0.00,0.00
Timor-Leste,Colombia,0.0000,0.0000,0.00,0.00
Benin,WORLD,0.0288,-0.0579,266.30,-535.03
Benin,Nigeria,0.0144,-0.0561,133.18,-519.07
Benin,Gabon,0.0042,0.0042,38.85,38.85
Benin,Togo,0.0029,-0.0006,26.61,-5.85
Benin,France,0.0025,0.0001,22.84,0.89
Benin,Ghana,0.0012,-0.0012,10.75,-10.70
Benin,Niger,0.0010,-0.0044,8.97,-40.72
Benin,"Congo, Rep.",0.0007,0.0007,6.54,6.54
Benin,Italy,0.0003,0.0003,2.54,2.54
Benin,Germany,0.0002,0.0002,2.18,2.18
Benin,Burkina Faso,0.0002,-0.0016,2.09,-15.21
Benin,Cameroon,0.0002,0.0002,2.01,2.01
Benin,Senegal,0.0002,0.0002,1.39,1.39
Benin,Belgium,0.0001,0.0001,1.12,1.12
Benin,Canada,0.0001,0.0001,1.11,1.11
Benin,United States,0.0001,0.0001,0.90,0.90
Benin,Switzerland,0.0001,0.0001,0.76,0.76
Benin,Guinea,0.0001,0.0001,0.72,0.72
Benin,Kenya,0.0001,0.0001,0.66,0.66
Benin,Mauritania,0.0001,0.0001,0.64,0.64
Benin,Spain,0.0000,0.0000,0.40,0.40
Benin,Netherlands,0.0000,0.0000,0.35,0.35
Benin,Mali,0.0000,-0.0002,0.29,-1.56
Benin,Central African Republic,0.0000,0.0000,0.16,0.16
Benin,South Africa,0.0000,0.0000,0.13,0.13
Benin,China,0.0000,0.0000,0.12,0.12
Benin,Sierra Leone,0.0000,0.0000,0.10,0.10
Benin,Sweden,0.0000,0.0000,0.10,0.10
Benin,Australia,0.0000,0.0000,0.10,0.10
Benin,Czech Republic,0.0000,0.0000,0.10,0.10
Benin,Austria,0.0000,0.0000,0.09,0.09
Benin,Russian Federation,0.0000,0.0000,0.08,0.08
Benin,Ireland,0.0000,0.0000,0.08,0.08
Benin,Denmark,0.0000,0.0000,0.06,0.06
Benin,Norway,0.0000,0.0000,0.04,0.04
Benin,Portugal,0.0000,0.0000,0.03,0.03
Benin,Bulgaria,0.0000,0.0000,0.03,0.03
Benin,Hungary,0.0000,0.0000,0.03,0.03
Benin,Brazil,0.0000,0.0000,0.02,0.02
Benin,Dominican Republic,0.0000,0.0000,0.02,0.02
Benin,Greece,0.0000,0.0000,0.02,0.02
Benin,Finland,0.0000,0.0000,0.01,0.01
Benin,Ukraine,0.0000,0.0000,0.01,0.01
Benin,Luxembourg,0.0000,0.0000,0.01,0.01
Benin,Cyprus,0.0000,0.0000,0.01,0.01
Benin,Slovak Republic,0.0000,0.0000,0.01,0.01
Benin,"Egypt, Arab Rep.",0.0000,0.0000,0.01,0.01
Benin,Bermuda,0.0000,0.0000,0.01,0.01
Benin,Cuba,0.0000,0.0000,0.00,0.00
Benin,Turkey,0.0000,0.0000,0.00,0.00
Benin,Poland,0.0000,0.0000,0.00,0.00
Benin,Costa Rica,0.0000,0.0000,0.00,0.00
Benin,Ecuador,0.0000,0.0000,0.00,0.00
Benin,Slovenia,0.0000,0.0000,0.00,0.00
Benin,Argentina,0.0000,0.0000,0.00,0.00
Benin,Liberia,0.0000,0.0000,0.00,0.00
Benin,Jordan,0.0000,0.0000,0.00,0.00
Benin,Iceland,0.0000,0.0000,0.00,0.00
Benin,Chile,0.0000,0.0000,0.00,0.00
Benin,Bolivia,0.0000,0.0000,0.00,0.00
Luxembourg,WORLD,0.0280,0.0068,1746.10,424.63
Luxembourg,Germany,0.0092,0.0084,575.06,521.23
Luxembourg,France,0.0055,-0.0016,344.00,-99.54
Luxembourg,Belgium,0.0039,-0.0019,244.63,-117.94
Luxembourg,Italy,0.0022,0.0012,134.75,72.81
Luxembourg,Portugal,0.0017,-0.0017,107.34,-107.66
Luxembourg,United States,0.0013,0.0013,81.40,78.91
Luxembourg,Switzerland,0.0010,0.0010,62.93,60.74
Luxembourg,Spain,0.0006,0.0001,38.21,4.97
Luxembourg,Netherlands,0.0005,0.0004,28.55,22.64
Luxembourg,Austria,0.0003,0.0002,19.69,14.67
Luxembourg,Canada,0.0003,0.0003,19.42,19.16
Luxembourg,Greece,0.0003,0.0003,18.97,18.41
Luxembourg,Denmark,0.0002,0.0000,12.94,0.93
Luxembourg,Sweden,0.0001,-0.0001,7.75,-7.68
Luxembourg,Poland,0.0001,0.0000,6.56,1.27
Luxembourg,Australia,0.0001,0.0001,6.51,6.17
Luxembourg,Ireland,0.0001,0.0000,4.10,2.93
Luxembourg,Hungary,0.0001,-0.0001,3.94,-4.65
Luxembourg,Iceland,0.0001,0.0000,3.57,1.90
Luxembourg,Norway,0.0001,0.0000,3.47,2.90
Luxembourg,Finland,0.0000,0.0000,2.41,-0.80
Luxembourg,Slovenia,0.0000,0.0000,2.20,1.09
Luxembourg,Turkey,0.0000,0.0000,1.83,1.75
Luxembourg,Slovak Republic,0.0000,0.0000,1.59,-0.85
Luxembourg,Brazil,0.0000,0.0000,1.46,0.92
Luxembourg,Ukraine,0.0000,0.0000,1.19,0.86
Luxembourg,Ecuador,0.0000,0.0000,1.03,0.99
Luxembourg,Dominican Republic,0.0000,0.0000,1.01,0.82
Luxembourg,Russian Federation,0.0000,0.0000,0.93,0.58
Luxembourg,Czech Republic,0.0000,-0.0001,0.71,-5.33
Luxembourg,Argentina,0.0000,0.0000,0.69,0.66
Luxembourg,Monaco,0.0000,0.0000,0.69,0.69
Luxembourg,Romania,0.0000,0.0000,0.64,-1.82
Luxembourg,Lithuania,0.0000,0.0000,0.61,-0.68
Luxembourg,Colombia,0.0000,0.0000,0.58,0.51
Luxembourg,South Africa,0.0000,0.0000,0.53,0.47
Luxembourg,Chile,0.0000,0.0000,0.50,0.49
Luxembourg,Peru,0.0000,0.0000,0.48,0.23
Luxembourg,Mexico,0.0000,0.0000,0.42,0.35
Luxembourg,Estonia,0.0000,0.0000,0.34,-1.16
Luxembourg,Cyprus,0.0000,0.0000,0.34,0.21
Luxembourg,Kenya,0.0000,0.0000,0.26,0.25
Luxembourg,Costa Rica,0.0000,0.0000,0.24,0.22
Luxembourg,Bulgaria,0.0000,0.0000,0.24,-1.17
Luxembourg,Faeroe Islands,0.0000,0.0000,0.21,0.21
Luxembourg,"Egypt, Arab Rep.",0.0000,0.0000,0.19,0.01
Luxembourg,Latvia,0.0000,0.0000,0.16,-1.37
Luxembourg,Liechtenstein,0.0000,0.0000,0.14,0.14
Luxembourg,"Venezuela, RB",0.0000,0.0000,0.11,0.09
Luxembourg,Cabo Verde,0.0000,0.0000,0.11,-2.61
Luxembourg,Bolivia,0.0000,0.0000,0.11,0.10
Luxembourg,Panama,0.0000,0.0000,0.08,0.06
Luxembourg,Jordan,0.0000,0.0000,0.08,0.06
Luxembourg,Bermuda,0.0000,0.0000,0.08,0.08
Luxembourg,Malta,0.0000,0.0000,0.05,-0.45
Luxembourg,Uruguay,0.0000,0.0000,0.03,0.02
Luxembourg,Seychelles,0.0000,0.0000,0.03,0.02
Luxembourg,Nicaragua,0.0000,0.0000,0.03,0.02
"Macedonia, FYR",WORLD,0.0278,0.0165,314.03,185.84
"Macedonia, FYR",Germany,0.0052,0.0052,58.92,58.75
"Macedonia, FYR",United States,0.0042,0.0042,47.63,47.63
"Macedonia, FYR",Turkey,0.0034,0.0014,38.84,16.24
"Macedonia, FYR",Italy,0.0030,0.0030,34.14,34.02
"Macedonia, FYR",Switzerland,0.0028,0.0028,31.20,31.20
"Macedonia, FYR",Australia,0.0024,0.0024,27.17,27.17
"Macedonia, FYR",Serbia,0.0017,-0.0021,18.68,-23.56
"Macedonia, FYR",Austria,0.0010,0.0010,11.22,11.20
"Macedonia, FYR",Croatia,0.0009,0.0005,9.62,6.20
"Macedonia, FYR",Slovenia,0.0008,0.0008,9.35,8.77
"Macedonia, FYR",Canada,0.0004,0.0004,4.95,4.95
"Macedonia, FYR",Belgium,0.0003,0.0003,3.34,3.34
"Macedonia, FYR",Sweden,0.0003,0.0003,2.95,2.95
"Macedonia, FYR",France,0.0002,0.0002,2.21,2.21
"Macedonia, FYR",Albania,0.0002,-0.0020,2.09,-22.78
"Macedonia, FYR",Czech Republic,0.0002,0.0001,2.03,1.68
"Macedonia, FYR",Greece,0.0001,0.0001,1.61,1.54
"Macedonia, FYR",Denmark,0.0001,0.0001,1.51,1.51
"Macedonia, FYR",Norway,0.0001,0.0001,1.29,1.29
"Macedonia, FYR",Bulgaria,0.0001,0.0000,1.17,-0.38
"Macedonia, FYR",Bosnia and Herzegovina,0.0001,-0.0007,0.79,-8.25
"Macedonia, FYR",Montenegro,0.0001,-0.0011,0.73,-11.98
"Macedonia, FYR",Ireland,0.0000,0.0000,0.31,0.31
"Macedonia, FYR",Spain,0.0000,0.0000,0.30,0.30
"Macedonia, FYR",Slovak Republic,0.0000,0.0000,0.25,0.12
"Macedonia, FYR",Romania,0.0000,0.0000,0.25,0.22
"Macedonia, FYR",Chile,0.0000,0.0000,0.24,0.24
"Macedonia, FYR",Luxembourg,0.0000,0.0000,0.20,0.20
"Macedonia, FYR",Portugal,0.0000,0.0000,0.14,0.14
"Macedonia, FYR",Poland,0.0000,0.0000,0.13,-0.03
"Macedonia, FYR",Russian Federation,0.0000,0.0000,0.12,-0.04
"Macedonia, FYR",Liechtenstein,0.0000,0.0000,0.08,0.08
"Macedonia, FYR",Hungary,0.0000,0.0000,0.07,-0.54
"Macedonia, FYR",Finland,0.0000,0.0000,0.07,0.07
"Macedonia, FYR",Netherlands,0.0000,0.0000,0.06,0.06
"Macedonia, FYR",Peru,0.0000,0.0000,0.06,0.06
"Macedonia, FYR",Ecuador,0.0000,0.0000,0.06,0.06
"Macedonia, FYR",South Africa,0.0000,0.0000,0.05,0.05
"Macedonia, FYR",Malta,0.0000,0.0000,0.05,0.05
"Macedonia, FYR",Jordan,0.0000,0.0000,0.03,0.03
"Macedonia, FYR","Egypt, Arab Rep.",0.0000,-0.0008,0.02,-9.25
"Macedonia, FYR",Brazil,0.0000,0.0000,0.02,0.02
"Macedonia, FYR",Iceland,0.0000,0.0000,0.02,0.02
"Macedonia, FYR",Argentina,0.0000,0.0000,0.01,0.01
"Macedonia, FYR",Cyprus,0.0000,0.0000,0.01,0.01
"Macedonia, FYR",Faeroe Islands,0.0000,0.0000,0.01,0.01
"Macedonia, FYR",Lithuania,0.0000,0.0000,0.01,0.01
"Macedonia, FYR",Mexico,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Kenya,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Panama,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Dominican Republic,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Bolivia,0.0000,0.0000,0.00,0.00
"Macedonia, FYR","Venezuela, RB",0.0000,0.0000,0.00,0.00
"Macedonia, FYR","Bahamas, The",0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Estonia,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Mongolia,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Colombia,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Aruba,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Uruguay,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Costa Rica,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",Bermuda,0.0000,0.0000,0.00,0.00
"Macedonia, FYR",San Marino,0.0000,0.0000,0.00,0.00
Lithuania,WORLD,0.0274,0.0223,1302.00,1060.57
Lithuania,United Kingdom,0.0062,0.0062,296.69,294.74
Lithuania,Russian Federation,0.0031,0.0015,147.11,73.33
Lithuania,Poland,0.0024,0.0023,115.53,109.05
Lithuania,United States,0.0022,0.0021,103.38,100.94
Lithuania,Germany,0.0019,0.0017,89.21,80.73
Lithuania,Ireland,0.0017,0.0017,79.50,78.69
Lithuania,Norway,0.0016,0.0016,76.50,75.47
Lithuania,Ukraine,0.0011,0.0005,53.64,24.18
Lithuania,Latvia,0.0009,0.0003,44.88,13.39
Lithuania,Spain,0.0009,0.0008,43.37,38.37
Lithuania,Uzbekistan,0.0008,0.0008,40.13,40.13
Lithuania,Belarus,0.0007,-0.0002,35.40,-9.90
Lithuania,Sweden,0.0005,0.0004,21.82,20.65
Lithuania,Denmark,0.0004,0.0004,19.69,18.38
Lithuania,Canada,0.0004,0.0004,16.80,16.73
Lithuania,Moldova,0.0003,0.0002,12.71,10.63
Lithuania,Italy,0.0003,0.0002,11.98,11.26
Lithuania,Azerbaijan,0.0002,0.0002,8.87,7.72
Lithuania,Israel,0.0002,0.0002,8.67,8.44
Lithuania,Netherlands,0.0002,0.0002,8.19,8.05
Lithuania,Australia,0.0002,0.0002,7.63,7.47
Lithuania,Kazakhstan,0.0002,0.0001,7.23,6.49
Lithuania,Kyrgyz Republic,0.0001,0.0001,6.29,4.10
Lithuania,Turkmenistan,0.0001,0.0001,6.21,6.21
Lithuania,France,0.0001,0.0000,5.62,1.76
Lithuania,Georgia,0.0001,0.0001,5.30,2.79
Lithuania,Belgium,0.0001,0.0000,4.66,1.67
Lithuania,Estonia,0.0001,0.0000,3.88,0.25
Lithuania,Iceland,0.0001,0.0001,3.19,2.97
Lithuania,Switzerland,0.0001,0.0001,2.89,2.73
Lithuania,Czech Republic,0.0000,0.0000,2.05,1.52
Lithuania,Austria,0.0000,0.0000,2.01,1.68
Lithuania,Finland,0.0000,0.0000,1.84,1.60
Lithuania,Brazil,0.0000,0.0000,1.37,1.25
Lithuania,Luxembourg,0.0000,0.0000,1.29,0.68
Lithuania,Turkey,0.0000,0.0000,0.82,0.78
Lithuania,Portugal,0.0000,0.0000,0.81,0.72
Lithuania,Greece,0.0000,0.0000,0.79,0.78
Lithuania,Argentina,0.0000,0.0000,0.79,0.74
Lithuania,South Africa,0.0000,0.0000,0.63,0.63
Lithuania,Hungary,0.0000,0.0000,0.34,-0.71
Lithuania,"Venezuela, RB",0.0000,0.0000,0.26,0.26
Lithuania,Bulgaria,0.0000,0.0000,0.24,0.08
Lithuania,Cyprus,0.0000,0.0000,0.24,0.21
Lithuania,Uruguay,0.0000,0.0000,0.22,0.21
Lithuania,China,0.0000,0.0000,0.21,-1.51
Lithuania,Slovak Republic,0.0000,0.0000,0.17,0.09
Lithuania,Slovenia,0.0000,0.0000,0.15,0.15
Lithuania,Mexico,0.0000,0.0000,0.14,0.11
Lithuania,Faeroe Islands,0.0000,0.0000,0.13,0.13
Lithuania,Colombia,0.0000,0.0000,0.09,0.09
Lithuania,Panama,0.0000,0.0000,0.09,0.09
Lithuania,Malta,0.0000,0.0000,0.05,0.05
Lithuania,Dominican Republic,0.0000,0.0000,0.05,0.05
Lithuania,Chile,0.0000,0.0000,0.05,0.05
Lithuania,Ecuador,0.0000,0.0000,0.04,0.04
Lithuania,Romania,0.0000,0.0000,0.02,-0.06
Lithuania,Costa Rica,0.0000,0.0000,0.02,0.02
Lithuania,Bolivia,0.0000,0.0000,0.02,0.02
Lithuania,Peru,0.0000,0.0000,0.01,-0.02
Lithuania,"Egypt, Arab Rep.",0.0000,0.0000,0.01,-0.22
Lithuania,Cuba,0.0000,0.0000,0.01,0.01
Lithuania,Bermuda,0.0000,0.0000,0.01,0.01
Lithuania,Jordan,0.0000,0.0000,0.01,0.01
Lithuania,San Marino,0.0000,0.0000,0.00,0.00
Lithuania,Kenya,0.0000,0.0000,0.00,0.00
Lithuania,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Lithuania,Seychelles,0.0000,0.0000,0.00,0.00
Lithuania,Afghanistan,0.0000,0.0000,0.00,0.00
Ecuador,WORLD,0.0273,0.0194,2848.00,2019.87
Ecuador,United States,0.0118,0.0110,1226.61,1145.00
Ecuador,Spain,0.0104,0.0095,1082.15,989.31
Ecuador,Italy,0.0021,0.0020,221.22,203.86
Ecuador,"Venezuela, RB",0.0006,0.0006,64.15,58.87
Ecuador,Chile,0.0005,0.0004,48.73,46.03
Ecuador,Canada,0.0004,0.0003,38.80,35.44
Ecuador,Colombia,0.0003,-0.0032,28.89,-335.09
Ecuador,Argentina,0.0002,0.0002,23.66,18.54
Ecuador,Germany,0.0001,-0.0001,14.78,-11.16
Ecuador,Switzerland,0.0001,0.0000,13.17,2.21
Ecuador,United Kingdom,0.0001,0.0001,12.68,10.04
Ecuador,France,0.0001,-0.0003,10.15,-32.04
Ecuador,Peru,0.0001,-0.0003,9.54,-26.60
Ecuador,Sweden,0.0001,0.0000,5.72,1.66
Ecuador,Mexico,0.0001,0.0000,5.43,-1.14
Ecuador,Australia,0.0001,0.0000,5.23,3.07
Ecuador,Netherlands,0.0000,0.0000,5.12,3.42
Ecuador,Panama,0.0000,0.0000,5.03,0.33
Ecuador,Brazil,0.0000,0.0000,3.68,-1.50
Ecuador,Costa Rica,0.0000,0.0000,3.36,-1.78
Ecuador,Dominican Republic,0.0000,0.0000,2.75,0.77
Ecuador,Puerto Rico,0.0000,0.0000,2.08,2.08
Ecuador,Norway,0.0000,0.0000,1.88,0.84
Ecuador,Bolivia,0.0000,0.0000,1.65,-1.30
Ecuador,Austria,0.0000,0.0000,1.62,-2.77
Ecuador,Denmark,0.0000,0.0000,1.47,0.13
Ecuador,Portugal,0.0000,0.0000,1.06,-0.15
Ecuador,Philippines,0.0000,0.0000,0.93,0.15
Ecuador,Uruguay,0.0000,0.0000,0.68,0.29
Ecuador,Honduras,0.0000,0.0000,0.67,-2.37
Ecuador,China,0.0000,-0.0002,0.61,-23.63
Ecuador,Russian Federation,0.0000,0.0000,0.52,-1.05
Ecuador,Finland,0.0000,0.0000,0.46,-0.02
Ecuador,Aruba,0.0000,0.0000,0.40,0.40
Ecuador,Czech Republic,0.0000,0.0000,0.39,-2.72
Ecuador,Guatemala,0.0000,0.0000,0.32,-3.53
Ecuador,Hungary,0.0000,0.0000,0.27,-2.17
Ecuador,Ireland,0.0000,0.0000,0.26,0.04
Ecuador,Greece,0.0000,0.0000,0.26,0.23
Ecuador,El Salvador,0.0000,0.0000,0.25,-1.66
Ecuador,Nicaragua,0.0000,0.0000,0.23,-0.78
Ecuador,Paraguay,0.0000,0.0000,0.19,-0.06
Ecuador,Bermuda,0.0000,0.0000,0.19,-1.11
Ecuador,Cuba,0.0000,0.0000,0.14,0.14
Ecuador,Poland,0.0000,0.0000,0.11,-0.65
Ecuador,Iceland,0.0000,0.0000,0.08,-0.05
Ecuador,"Bahamas, The",0.0000,0.0000,0.07,0.07
Ecuador,Ukraine,0.0000,0.0000,0.07,-0.66
Ecuador,Slovak Republic,0.0000,0.0000,0.06,-0.19
Ecuador,Luxembourg,0.0000,0.0000,0.05,-0.99
Ecuador,Slovenia,0.0000,0.0000,0.04,-0.04
Ecuador,"Egypt, Arab Rep.",0.0000,0.0000,0.03,-0.54
Ecuador,Bulgaria,0.0000,0.0000,0.03,-0.39
Ecuador,Cyprus,0.0000,0.0000,0.03,0.00
Ecuador,Kenya,0.0000,0.0000,0.02,-0.08
Ecuador,Estonia,0.0000,0.0000,0.01,-0.04
Ecuador,San Marino,0.0000,0.0000,0.01,0.01
Ecuador,Malta,0.0000,0.0000,0.01,-0.05
Ecuador,Romania,0.0000,0.0000,0.01,-0.59
Ecuador,Afghanistan,0.0000,0.0000,0.00,-0.01
Mexico,WORLD,0.0266,0.0242,30600.05,27850.69
Mexico,United States,0.0261,0.0245,30019.19,28245.17
Mexico,Canada,0.0001,0.0001,155.79,146.81
Mexico,Spain,0.0001,-0.0001,100.45,-84.58
Mexico,Guatemala,0.0000,-0.0002,33.39,-232.32
Mexico,France,0.0000,-0.0001,26.18,-79.20
Mexico,United Kingdom,0.0000,0.0000,24.48,21.22
Mexico,Argentina,0.0000,0.0000,23.34,13.08
Mexico,Germany,0.0000,0.0000,21.54,-7.34
Mexico,Bolivia,0.0000,0.0000,16.78,13.54
Mexico,Italy,0.0000,0.0000,16.58,-1.11
Mexico,Switzerland,0.0000,0.0000,15.30,8.87
Mexico,Belize,0.0000,0.0000,10.14,7.04
Mexico,Panama,0.0000,0.0000,8.48,1.67
Mexico,Australia,0.0000,0.0000,8.36,6.38
Mexico,Costa Rica,0.0000,0.0000,8.13,-2.81
Mexico,Netherlands,0.0000,0.0000,7.78,6.05
Mexico,Ecuador,0.0000,0.0000,6.57,1.14
Mexico,"Venezuela, RB",0.0000,0.0000,6.22,1.47
Mexico,Puerto Rico,0.0000,0.0000,5.94,5.94
Mexico,Israel,0.0000,0.0000,5.78,2.24
Mexico,Colombia,0.0000,0.0000,5.55,-27.74
Mexico,Brazil,0.0000,0.0000,5.42,-1.75
Mexico,Sweden,0.0000,0.0000,5.21,1.42
Mexico,Japan,0.0000,0.0000,4.96,-10.45
Mexico,Dominican Republic,0.0000,0.0000,4.80,-2.48
Mexico,Thailand,0.0000,0.0000,4.49,3.69
Mexico,Chile,0.0000,0.0000,4.46,3.47
Mexico,Belgium,0.0000,0.0000,4.01,-14.75
Mexico,Peru,0.0000,0.0000,3.47,-9.39
Mexico,El Salvador,0.0000,0.0000,3.39,-21.46
Mexico,Paraguay,0.0000,0.0000,3.39,2.95
Mexico,Austria,0.0000,0.0000,3.34,0.17
Mexico,Norway,0.0000,0.0000,2.71,2.10
Mexico,Denmark,0.0000,0.0000,2.56,1.10
Mexico,China,0.0000,0.0000,2.52,-46.00
Mexico,Honduras,0.0000,-0.0001,2.25,-59.35
Mexico,Ireland,0.0000,0.0000,1.94,1.70
Mexico,Nicaragua,0.0000,0.0000,1.74,-6.14
Mexico,Finland,0.0000,0.0000,1.52,1.08
Mexico,Greece,0.0000,0.0000,1.46,1.38
Mexico,Czech Republic,0.0000,0.0000,1.43,-1.12
Mexico,Uruguay,0.0000,0.0000,1.23,0.46
Mexico,Haiti,0.0000,0.0000,1.22,-0.22
Mexico,Hungary,0.0000,0.0000,0.96,-2.32
Mexico,Cuba,0.0000,0.0000,0.84,0.84
Mexico,Portugal,0.0000,0.0000,0.58,-0.57
Mexico,South Africa,0.0000,0.0000,0.53,0.31
Mexico,Poland,0.0000,0.0000,0.48,-1.14
Mexico,Turkey,0.0000,0.0000,0.48,0.38
Mexico,Russian Federation,0.0000,0.0000,0.41,-0.90
Mexico,Philippines,0.0000,0.0000,0.29,-2.28
Mexico,"Bahamas, The",0.0000,0.0000,0.23,0.23
Mexico,Slovenia,0.0000,0.0000,0.20,0.06
Mexico,Iceland,0.0000,0.0000,0.20,0.11
Mexico,Slovak Republic,0.0000,0.0000,0.18,-0.23
Mexico,Cyprus,0.0000,0.0000,0.16,0.13
Mexico,Kenya,0.0000,0.0000,0.15,-0.10
Mexico,Cayman Islands,0.0000,0.0000,0.12,0.12
Mexico,Bermuda,0.0000,0.0000,0.11,-0.72
Mexico,Monaco,0.0000,0.0000,0.10,0.10
Mexico,"Egypt, Arab Rep.",0.0000,0.0000,0.09,-1.03
Mexico,Luxembourg,0.0000,0.0000,0.07,-0.35
Mexico,Faeroe Islands,0.0000,0.0000,0.06,0.06
Mexico,Bulgaria,0.0000,0.0000,0.05,-0.36
Mexico,Estonia,0.0000,0.0000,0.05,0.00
Mexico,Latvia,0.0000,0.0000,0.04,-0.08
Mexico,Romania,0.0000,0.0000,0.04,-0.58
Mexico,Lithuania,0.0000,0.0000,0.03,-0.11
Mexico,Curacao,0.0000,0.0000,0.03,0.00
Mexico,Ukraine,0.0000,0.0000,0.02,-0.48
Mexico,St. Lucia,0.0000,0.0000,0.02,0.02
Mexico,Jordan,0.0000,0.0000,0.02,-0.20
Mexico,Sint Maarten (Dutch part),0.0000,0.0000,0.01,0.00
Mexico,Antigua and Barbuda,0.0000,0.0000,0.01,0.01
Mexico,San Marino,0.0000,0.0000,0.01,0.01
Mexico,Cabo Verde,0.0000,0.0000,0.01,0.00
Mexico,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Mexico,Malta,0.0000,0.0000,0.00,0.00
Mexico,Afghanistan,0.0000,0.0000,0.00,0.00
India,WORLD,0.0260,0.0239,68968.10,63257.97
India,United Arab Emirates,0.0052,0.0052,13822.59,13822.59
India,United States,0.0044,0.0044,11714.63,11708.84
India,Saudi Arabia,0.0042,0.0042,11238.83,11234.36
India,Kuwait,0.0017,0.0017,4587.41,4587.33
India,Qatar,0.0016,0.0016,4143.37,4143.37
India,United Kingdom,0.0015,0.0015,3940.79,3936.63
India,Oman,0.0012,0.0012,3250.05,3250.05
India,Nepal,0.0011,0.0008,3015.91,1994.96
India,Canada,0.0011,0.0011,2876.74,2875.10
India,Australia,0.0007,0.0007,1943.85,1941.17
India,Bahrain,0.0005,0.0005,1336.25,1336.25
India,Sri Lanka,0.0005,0.0003,1265.16,745.63
India,Singapore,0.0003,0.0003,886.28,886.28
India,Italy,0.0002,0.0002,611.52,611.52
India,New Zealand,0.0001,0.0001,340.89,340.89
India,Germany,0.0001,0.0001,332.25,323.41
India,Malaysia,0.0001,0.0001,287.25,276.07
India,France,0.0001,0.0001,250.71,235.83
India,Thailand,0.0001,0.0001,197.27,197.27
India,South Africa,0.0001,0.0001,188.31,188.31
India,Bhutan,0.0001,0.0001,185.88,182.93
India,Spain,0.0001,0.0001,182.76,182.76
India,Tanzania,0.0001,0.0001,152.99,152.99
India,Myanmar,0.0001,0.0000,137.75,129.26
India,Bangladesh,0.0000,-0.0015,125.80,-3906.80
India,Japan,0.0000,0.0000,115.67,112.41
India,Sweden,0.0000,0.0000,112.18,112.18
India,Netherlands,0.0000,0.0000,109.97,109.97
India,Switzerland,0.0000,0.0000,109.80,109.80
India,"Hong Kong SAR, China",0.0000,0.0000,102.39,102.39
India,Ireland,0.0000,0.0000,100.03,100.03
India,Israel,0.0000,0.0000,97.64,97.64
India,Kenya,0.0000,0.0000,86.18,79.49
India,Maldives,0.0000,0.0000,80.94,80.37
India,Belgium,0.0000,0.0000,77.36,77.36
India,Austria,0.0000,0.0000,72.15,72.15
India,China,0.0000,0.0000,64.01,22.85
India,Norway,0.0000,0.0000,63.64,63.64
India,Brunei Darussalam,0.0000,0.0000,58.94,58.94
India,Denmark,0.0000,0.0000,51.21,51.21
India,Greece,0.0000,0.0000,43.34,43.34
India,Mauritius,0.0000,0.0000,42.56,42.12
India,Indonesia,0.0000,0.0000,42.38,40.89
India,Philippines,0.0000,0.0000,42.28,42.28
India,Portugal,0.0000,0.0000,38.82,38.46
India,Botswana,0.0000,0.0000,37.25,37.25
India,"Korea, Rep.",0.0000,0.0000,29.66,29.66
India,Seychelles,0.0000,0.0000,29.20,29.20
India,Finland,0.0000,0.0000,25.90,25.90
India,Russian Federation,0.0000,0.0000,25.07,24.08
India,Libya,0.0000,0.0000,20.29,20.29
India,Jordan,0.0000,0.0000,20.20,20.20
India,Panama,0.0000,0.0000,17.23,17.23
India,Madagascar,0.0000,0.0000,16.35,16.35
India,Uganda,0.0000,0.0000,16.19,14.04
India,Cyprus,0.0000,0.0000,15.73,15.73
India,Czech Republic,0.0000,0.0000,12.36,12.36
India,Fiji,0.0000,0.0000,9.31,9.25
India,Mozambique,0.0000,0.0000,8.90,8.90
